relacionada_ma,classificacao_ambientalismo,id,casa,proposicao,sigla_tipo,numero,ano,ementa,tema,autor,link
NA,Neutro,2199161,camara,PL 2497/2019,PL,2497,2019,"Altera a Lei nº 11.959, de 29 de junho de 2009, que ""Dispõe sobre Política Nacional de Desenvolvimento Sustentável da Aquicultura e da Pesca"", para incluir entre as competências do Poder Público, as ações de repovoamento com alevinos nas águas interiores e continentais.",Meio Ambiente e Desenvolvimento Sustentável,Aline Gurgel; Luiz Carlos; Vavá Martins,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2199161
NA,Fora do tema,2199545,camara,PL 2567/2019,PL,2567,2019,"Altera a Lei nº 4.504, de 30 de novembro de 1964, e a Lei nº 5.868, de 12 de dezembro de 1972, e dá outras providências.","Agricultura, Pecuária, Pesca e Extrativismo",Carlos Chiodini,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2199545
NA,Positivo,2199637,camara,PL 2580/2019,PL,2580,2019,"Altera a Lei nº 9.294, de 15 de julho de 1996, que ""dispõe sobre as Restrições ao Uso e à Propaganda de Produtos Fumígenos, Bebidas Alcoólicas, Medicamentos, Terapias e Defensivos Agrícolas, nos Termos do § 4º do art. 220 da Constituição Federal"", para proibir o uso de produtos fumígenos e consumo de bebidas alcoólicas em parques públicos e privados.",Meio Ambiente e Desenvolvimento Sustentável,Felipe Carreras,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2199637
NA,Neutro,2203210,camara,PL 2877/2019,PL,2877,2019,"Altera a Lei n°11.959 de 29 de junho de 2009, que dispõe sobre a Política Nacional de Desenvolvimento Sustentável da Aquicultura e da Pesca, para disciplinar a pesca esportiva.","Meio Ambiente e Desenvolvimento Sustentável;Agricultura, Pecuária, Pesca e Extrativismo",Nelson Barbudo,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2203210
NA,Neutro,2203408,camara,PL 2891/2019,PL,2891,2019,"Altera a Lei nº 6.198, de 26 de dezembro de 1974, para determinar a edição de normas específicas para regulamentar a comercialização fracionada de produtos destinados à alimentação de caninos e felinos domésticos.",Meio Ambiente e Desenvolvimento Sustentável,Carlos Chiodini,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2203408
NA,Negativo,2203486,camara,PL 2912/2019,PL,2912,2019,"Altera a Lei nº 11.959, de 29 de junho de 2009, que dispõe sobre a Política Nacional de Desenvolvimento Sustentável da Aquicultura e da Pesca, regula as atividades pesqueiras, revoga a Lei nº 7.679, de 23 de novembro de 1988, e dispositivos do Decreto-Lei nº 221, de 28 de fevereiro de 1967, e dá outras providências.","Agricultura, Pecuária, Pesca e Extrativismo",Leur Lomanto Júnior,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2203486
NA,Fora do tema,2203522,camara,PL 2918/2019,PL,2918,2019,"Altera a Lei nº 12.188, de 11 de janeiro de 2010, para possibilitar o aproveitamento das entidades executoras do Programa Nacional de Assistência Técnica e Extensão Rural na Agricultura Familiar e na Reforma Agrária - Pronater, para auxílio no processo de inscrição em cadastro para programas sociais do Governo Federal.","Agricultura, Pecuária, Pesca e Extrativismo",Pastor Gildenemyr,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2203522
NA,Neutro,2203668,camara,PL 2936/2019,PL,2936,2019,"Agrava a pena do crime de pichação e prevê que a pena será cominada com a obrigação de reparar o dano na coisa alheia, mediante limpeza realizada pelo próprio agente.",Meio Ambiente e Desenvolvimento Sustentável,Filipe Barros,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2203668
NA,Negativo,2203976,camara,PL 2974/2019,PL,2974,2019,"Altera a Lei nº 9.605, de 12 de fevereiro de 1998, para afastar ou dosar as penalidades com base no princípio da insignificância, na relevância do fato e na plausibilidade da justificativa.",Meio Ambiente e Desenvolvimento Sustentável,José Medeiros,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2203976
NA,Fora do tema,2204001,camara,PL 2979/2019,PL,2979,2019,"Cria o Programa de Fomento à Construção, Modernização e Adequação de Abatedouros Públicos e dá outras providências","Agricultura, Pecuária, Pesca e Extrativismo",Nivaldo Albuquerque,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2204001
NA,Positivo,2204328,camara,PL 3062/2019,PL,3062,2019,"Altera a Lei nº 12.305, de 2 de agosto de 2010, para fomentar a recuperação energética dos resíduos sólidos urbanos.",Meio Ambiente e Desenvolvimento Sustentável,David Soares,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2204328
NA,Neutro,2204437,camara,PL 3078/2019,PL,3078,2019,"Altera o Decreto-Lei nº 986, de 21 de outubro de 1969, para obrigar os alimentos sujeitos a rotulagem a trazer informações sobre as quantidades de fósforo e potássio","Agricultura, Pecuária, Pesca e Extrativismo",Liziane Bayer,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2204437
NA,Positivo,2204534,camara,PL 3102/2019,PL,3102,2019,"Altera a Lei 12.651, de 25 de maio de    2012, para proibir a exportação de madeira bruta ou semimanufaturada.",Meio Ambiente e Desenvolvimento Sustentável,Paulo Ramos,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2204534
NA,Neutro,2206303,camara,PL 3279/2019,PL,3279,2019,Proíbe o uso de chicotes em animais,Meio Ambiente e Desenvolvimento Sustentável,Célio Studart,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2206303
NA,Fora do tema,2206405,camara,PL 3295/2019,PL,3295,2019,"Dispõe sobre a isenção de cobrança de tarifa de energia elétrica utilizadas em poços artesianos, e dá outras providências.","Agricultura, Pecuária, Pesca e Extrativismo",Wilson Santiago,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2206405
NA,Positivo,2206610,camara,PL 3326/2019,PL,3326,2019,Dispõe sobre a atividade pesqueira embarcada para a captura das espécies de camarão que especifica e adota outras providências.,"Agricultura, Pecuária, Pesca e Extrativismo",Helder Salomão,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2206610
NA,Positivo,2206678,camara,PL 3336/2019,PL,3336,2019,Dispõe sobre a atuação e o estabelecimento de zoológicos e aquários como centros de conservação da biodiversidade.,Meio Ambiente e Desenvolvimento Sustentável,Rodrigo Agostinho,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2206678
NA,Fora do tema,2213774,camara,PL 4270/2019,PL,4270,2019,"Altera a Lei nº 11.101, de 9 de fevereiro de 2005, que regula a recuperação judicial, a extrajudicial e a falência do empresário e da sociedade empresária.","Agricultura, Pecuária, Pesca e Extrativismo",Major Vitor Hugo,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2213774
NA,Fora do tema,2213774,camara,PL 4270/2019,PL,4270,2019,"Altera a Lei nº 11.101, de 9 de fevereiro de 2005, que regula a recuperação judicial, a extrajudicial e a falência do empresário e da sociedade empresária.","Agricultura, Pecuária, Pesca e Extrativismo",Major Vitor Hugo,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2213774
NA,Fora do tema,2213774,camara,PL 4270/2019,PL,4270,2019,"Altera a Lei nº 11.101, de 9 de fevereiro de 2005, que regula a recuperação judicial, a extrajudicial e a falência do empresário e da sociedade empresária.","Agricultura, Pecuária, Pesca e Extrativismo",Major Vitor Hugo,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2213774
NA,Fora do tema,2213774,camara,PL 4270/2019,PL,4270,2019,"Altera a Lei nº 11.101, de 9 de fevereiro de 2005, que regula a recuperação judicial, a extrajudicial e a falência do empresário e da sociedade empresária.","Agricultura, Pecuária, Pesca e Extrativismo",Major Vitor Hugo,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2213774
NA,Fora do tema,2213774,camara,PL 4270/2019,PL,4270,2019,"Altera a Lei nº 11.101, de 9 de fevereiro de 2005, que regula a recuperação judicial, a extrajudicial e a falência do empresário e da sociedade empresária.","Agricultura, Pecuária, Pesca e Extrativismo",Major Vitor Hugo,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2213774
NA,Fora do tema,2213774,camara,PL 4270/2019,PL,4270,2019,"Altera a Lei nº 11.101, de 9 de fevereiro de 2005, que regula a recuperação judicial, a extrajudicial e a falência do empresário e da sociedade empresária.","Agricultura, Pecuária, Pesca e Extrativismo",Major Vitor Hugo,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2213774
NA,Fora do tema,2214911,camara,PL 4439/2019,PL,4439,2019,"Altera a Lei nº 10.893, de 13 de julho de 2004, para isentar fertilizantes do pagamento do Adicional ao Frete para a Renovação da Marinha Mercante.","Agricultura, Pecuária, Pesca e Extrativismo",Fausto Pinato,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2214911
NA,Fora do tema,2214943,camara,PL 4451/2019,PL,4451,2019,"""Dá nova redação ao caput do artigo 3º da Lei nº 11.326, de 24 de julho de 2006, que estabelece as diretrizes para a formulação da Política Nacional da Agricultura Familiar e Empreendimentos Familiares Rurais"".","Agricultura, Pecuária, Pesca e Extrativismo",Marreca Filho,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2214943
NA,Neutro,2215109,camara,PL 4468/2019,PL,4468,2019,"Altera o art. 65 da Lei nº 9.605, de 12 de fevereiro de 1998, a fim de inserir uma qualificadora no crime de pichação.",Meio Ambiente e Desenvolvimento Sustentável,Expedito Netto,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2215109
NA,Fora do tema,2218445,camara,PL 4845/2019,PL,4845,2019,"Altera a Lei 11.947, de junho de 2009, para possibilitar sejam os recursos do PNAE destinados à compra direta de gêneros alimentícios produzidos em Comunidades Terapêuticas","Agricultura, Pecuária, Pesca e Extrativismo",Eros Biondini,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2218445
NA,Fora do tema,2218445,camara,PL 4845/2019,PL,4845,2019,"Altera a Lei 11.947, de junho de 2009, para possibilitar sejam os recursos do PNAE destinados à compra direta de gêneros alimentícios produzidos em Comunidades Terapêuticas","Agricultura, Pecuária, Pesca e Extrativismo",Eros Biondini,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2218445
NA,Fora do tema,2218445,camara,PL 4845/2019,PL,4845,2019,"Altera a Lei 11.947, de junho de 2009, para possibilitar sejam os recursos do PNAE destinados à compra direta de gêneros alimentícios produzidos em Comunidades Terapêuticas","Agricultura, Pecuária, Pesca e Extrativismo",Eros Biondini,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2218445
NA,Fora do tema,2218445,camara,PL 4845/2019,PL,4845,2019,"Altera a Lei 11.947, de junho de 2009, para possibilitar sejam os recursos do PNAE destinados à compra direta de gêneros alimentícios produzidos em Comunidades Terapêuticas","Agricultura, Pecuária, Pesca e Extrativismo",Eros Biondini,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2218445
NA,RETIRADA PELO AUTOR,2220199,camara,PL 5060/2019,PL,5060,2019,Dispõe sobre a compostagem de restos humanos e dá outras providências.,Meio Ambiente e Desenvolvimento Sustentável,Renata Abreu,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2220199
NA,Fora do tema,2234584,camara,PL 6501/2019,PL,6501,2019,"Acrescenta o § 4º ao art. 25 da Lei nº 10.438, de 26 de abril de 2002, para conceder ininterruptamente desconto tarifário concernente à energia elétrica consumida nas atividades de irrigação da agricultura familiar.","Agricultura, Pecuária, Pesca e Extrativismo",Marreca Filho,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2234584
NA,Neutro,2220695,camara,PL 5129/2019,PL,5129,2019,Dispõe sobre a permissão da entrada de animais de estimação em casas de repouso de pessoas idosas.,Meio Ambiente e Desenvolvimento Sustentável,Célio Studart,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2220695
NA,Negativo,2220973,camara,PDL 636/2019,PDL,636,2019,"Susta os efeitos do § 6º do Art. 53-L da Resolução Normativa nº 414, de 9 de setembro de 2010, da Agência Nacional de Energia Elétrica  - ANEEL que exige licenciamento ambiental e outorga de direito de uso de recursos hídricos para a concessão de benefício tarifário para as atividades rurais de aquicultura e irrigação.","Agricultura, Pecuária, Pesca e Extrativismo",Benes Leocádio,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2220973
NA,Neutro,2221620,camara,PL 5202/2019,PL,5202,2019,"Altera o Artigo 36, da Lei nº 13.606, de 09 de janeiro de 2018; os Artigos 1º, 2º e 3º, da Lei nº 13.340, de 28 de setembro de 2016, e dá outras providências.","Agricultura, Pecuária, Pesca e Extrativismo",João Daniel,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2221620
NA,Fora do tema,2234584,camara,PL 6501/2019,PL,6501,2019,"Acrescenta o § 4º ao art. 25 da Lei nº 10.438, de 26 de abril de 2002, para conceder ininterruptamente desconto tarifário concernente à energia elétrica consumida nas atividades de irrigação da agricultura familiar.","Agricultura, Pecuária, Pesca e Extrativismo",Marreca Filho,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2234584
NA,Fora do tema,2234584,camara,PL 6501/2019,PL,6501,2019,"Acrescenta o § 4º ao art. 25 da Lei nº 10.438, de 26 de abril de 2002, para conceder ininterruptamente desconto tarifário concernente à energia elétrica consumida nas atividades de irrigação da agricultura familiar.","Agricultura, Pecuária, Pesca e Extrativismo",Marreca Filho,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2234584
NA,Fora do tema,2234584,camara,PL 6501/2019,PL,6501,2019,"Acrescenta o § 4º ao art. 25 da Lei nº 10.438, de 26 de abril de 2002, para conceder ininterruptamente desconto tarifário concernente à energia elétrica consumida nas atividades de irrigação da agricultura familiar.","Agricultura, Pecuária, Pesca e Extrativismo",Marreca Filho,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2234584
NA,Fora do tema,2234584,camara,PL 6501/2019,PL,6501,2019,"Acrescenta o § 4º ao art. 25 da Lei nº 10.438, de 26 de abril de 2002, para conceder ininterruptamente desconto tarifário concernente à energia elétrica consumida nas atividades de irrigação da agricultura familiar.","Agricultura, Pecuária, Pesca e Extrativismo",Marreca Filho,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2234584
NA,Fora do tema,2234584,camara,PL 6501/2019,PL,6501,2019,"Acrescenta o § 4º ao art. 25 da Lei nº 10.438, de 26 de abril de 2002, para conceder ininterruptamente desconto tarifário concernente à energia elétrica consumida nas atividades de irrigação da agricultura familiar.","Agricultura, Pecuária, Pesca e Extrativismo",Marreca Filho,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2234584
NA,Fora do tema,2234584,camara,PL 6501/2019,PL,6501,2019,"Acrescenta o § 4º ao art. 25 da Lei nº 10.438, de 26 de abril de 2002, para conceder ininterruptamente desconto tarifário concernente à energia elétrica consumida nas atividades de irrigação da agricultura familiar.","Agricultura, Pecuária, Pesca e Extrativismo",Marreca Filho,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2234584
NA,Fora do tema,2234584,camara,PL 6501/2019,PL,6501,2019,"Acrescenta o § 4º ao art. 25 da Lei nº 10.438, de 26 de abril de 2002, para conceder ininterruptamente desconto tarifário concernente à energia elétrica consumida nas atividades de irrigação da agricultura familiar.","Agricultura, Pecuária, Pesca e Extrativismo",Marreca Filho,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2234584
NA,Fora do tema,2234584,camara,PL 6501/2019,PL,6501,2019,"Acrescenta o § 4º ao art. 25 da Lei nº 10.438, de 26 de abril de 2002, para conceder ininterruptamente desconto tarifário concernente à energia elétrica consumida nas atividades de irrigação da agricultura familiar.","Agricultura, Pecuária, Pesca e Extrativismo",Marreca Filho,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2234584
