orientacao_ma,is_nominal,nome_proposicao,ementa_proposicao,obj_votacao,resumo,data,autor,tema,uri_tramitacao,id_proposicao,id_votacao,casa
NA,NA,MPV 897/2019,"Institui o Fundo de Aval Fraterno, dispõe sobre o patrimônio de afetação de propriedades rurais, a Cédula Imobiliária Rural, a escrituração de títulos de crédito e a concessão de subvenção econômica para empresas cerealistas, e dá outras providências.

NOVA EMENTA:Institui o Fundo Garantidor Solidário (FGS); dispõe sobre o patrimônio rural em afetação, a Cédula Imobiliária Rural (CIR), a escrituração de títulos de crédito e a concessão de subvenção econômica para empresas cerealistas; altera as Leis nºs 8.427, de 27 de maio de 1992, 8.929, de 22 de agosto de 1994, 11.076, de 30 de dezembro de 2004, 10.931, de 2 de agosto de 2004, 12.865, de 9 de outubro de 2013, 5.709, de 7 de outubro de 1971, 6.634, de 2 de maio de 1979, 6.015, de 31 de dezembro de 1973, 7.827, de 27 de setembro de 1989, 8.212, de 24 de julho de 1991, 10.169, de 29 de dezembro de 2000, 11.116, de 18 de maio de 2005, 12.810, de 15 de maio de 2013, 13.340, de 28 de setembro de 2016, 13.576, de 26 de dezembro de 2017, e o Decreto-Lei nº 167, de 14 de fevereiro de 1967; revoga dispositivos das Leis nºs 4.728, de 14 de julho de 1965, e 13.476, de 28 de agosto de 2017, e dos Decretos-Leis nºs 13, de 18 de julho de 1966; 14, de 29 de julho de 1966; e 73, de 21 de novembro de 1966; e dá outras providências.","Votação do DTQ 9: NOVO: Destaque para a votação em separado do art. 60 do PLV da MPV 897/2019 (161, I).",Mantido o texto.,NA,"Poder Executivo, Poder Executivo","Agricultura, Pecuária, Pesca e Extrativismo, Economia, Finanças Públicas e Orçamento",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2222884,2222884,2222884-100,camara
NA,NA,MPV 897/2019,"Institui o Fundo de Aval Fraterno, dispõe sobre o patrimônio de afetação de propriedades rurais, a Cédula Imobiliária Rural, a escrituração de títulos de crédito e a concessão de subvenção econômica para empresas cerealistas, e dá outras providências.

NOVA EMENTA:Institui o Fundo Garantidor Solidário (FGS); dispõe sobre o patrimônio rural em afetação, a Cédula Imobiliária Rural (CIR), a escrituração de títulos de crédito e a concessão de subvenção econômica para empresas cerealistas; altera as Leis nºs 8.427, de 27 de maio de 1992, 8.929, de 22 de agosto de 1994, 11.076, de 30 de dezembro de 2004, 10.931, de 2 de agosto de 2004, 12.865, de 9 de outubro de 2013, 5.709, de 7 de outubro de 1971, 6.634, de 2 de maio de 1979, 6.015, de 31 de dezembro de 1973, 7.827, de 27 de setembro de 1989, 8.212, de 24 de julho de 1991, 10.169, de 29 de dezembro de 2000, 11.116, de 18 de maio de 2005, 12.810, de 15 de maio de 2013, 13.340, de 28 de setembro de 2016, 13.576, de 26 de dezembro de 2017, e o Decreto-Lei nº 167, de 14 de fevereiro de 1967; revoga dispositivos das Leis nºs 4.728, de 14 de julho de 1965, e 13.476, de 28 de agosto de 2017, e dos Decretos-Leis nºs 13, de 18 de julho de 1966; 14, de 29 de julho de 1966; e 73, de 21 de novembro de 1966; e dá outras providências.","Votação do DTQ 12: PSB: Destaque para votação em separado do art. 58 do PLV n. 30/2019, apresentado à MPV n. 897/2019 (161, I).",Mantido o texto.,NA,"Poder Executivo, Poder Executivo","Agricultura, Pecuária, Pesca e Extrativismo, Economia, Finanças Públicas e Orçamento",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2222884,2222884,2222884-90,camara
NA,NA,MPV 903/2019,"Autoriza a prorrogação de contratos por tempo determinado do Ministério da Agricultura, Pecuária e Abastecimento.",Votação da Redação Final.,"Aprovada a Redação Final assinada pelo Relator, Dep. Domingos Sávio (PSDB-MG).",NA,"Poder Executivo, Poder Executivo","Administração Pública, Agricultura, Pecuária, Pesca e Extrativismo, Trabalho e Emprego",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2229043,2229043,2229043-37,camara
NA,NA,MPV 903/2019,"Autoriza a prorrogação de contratos por tempo determinado do Ministério da Agricultura, Pecuária e Abastecimento.","Votação, quanto ao mérito, em turno único.","Aprovada a Medida Provisória nº 903, de 2019.",NA,"Poder Executivo, Poder Executivo","Administração Pública, Agricultura, Pecuária, Pesca e Extrativismo, Trabalho e Emprego",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2229043,2229043,2229043-35,camara
NA,NA,MPV 903/2019,"Autoriza a prorrogação de contratos por tempo determinado do Ministério da Agricultura, Pecuária e Abastecimento.","Votação da Emenda nº 1, apresentada na Comissão Mista, com parecer pela rejeição.","Aprovada a Emenda nº 1, apresentada na Comissão Mista.",NA,"Poder Executivo, Poder Executivo","Administração Pública, Agricultura, Pecuária, Pesca e Extrativismo, Trabalho e Emprego",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2229043,2229043,2229043-33,camara
NA,NA,MPV 903/2019,"Autoriza a prorrogação de contratos por tempo determinado do Ministério da Agricultura, Pecuária e Abastecimento.",Votação preliminar em turno único.,"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista, na parte em que manifesta opinião favorável quanto ao atendimento dos pressupostos constitucionais de relevância e urgência e de sua adequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN.",NA,"Poder Executivo, Poder Executivo","Administração Pública, Agricultura, Pecuária, Pesca e Extrativismo, Trabalho e Emprego",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2229043,2229043,2229043-29,camara
NA,NA,PL 1304/2020,"Altera a Lei n° 10.304, de 5 de novembro de 2001, que transfere ao domínio dos Estados de Roraima e do Amapá terras pertencentes à União e a Lei n° 6.634, de 2 de maio de 1979. que dispõe sobre a Faixa de Fronteira , altera o Decreto-lei n° 1.135, de 3 de dezembro de 1970, e dá outras providências.

NOVA EMENTA: Altera a Lei nº 10.304, de 5 de novembro de 2001, que transfere ao domínio dos Estados de Roraima e do Amapá terras pertencentes à União, e a Lei nº 6.634, de 2 de maio de 1979, que dispõe sobre a Faixa de Fronteira",Votação da Redação Final.,"Aprovada a Redação Final assinada pelo Relator, Dep. Acácio Favacho (PROS-AP).",NA,"Jhonatan de Jesus - REPUBLIC/RR, Ottaci Nascimento - SOLIDARI/RR, Hiran Gonçalves - PP/RR, Shéridan - PSDB/RR, Aline Gurgel - REPUBLIC/AP",Estrutura Fundiária,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2242488,2242488,2242488-66,camara
NA,NA,PL 1304/2020,"Altera a Lei n° 10.304, de 5 de novembro de 2001, que transfere ao domínio dos Estados de Roraima e do Amapá terras pertencentes à União e a Lei n° 6.634, de 2 de maio de 1979. que dispõe sobre a Faixa de Fronteira , altera o Decreto-lei n° 1.135, de 3 de dezembro de 1970, e dá outras providências.

NOVA EMENTA: Altera a Lei nº 10.304, de 5 de novembro de 2001, que transfere ao domínio dos Estados de Roraima e do Amapá terras pertencentes à União, e a Lei nº 6.634, de 2 de maio de 1979, que dispõe sobre a Faixa de Fronteira","Votação do DTQ 2: PT: Emenda de Plenário nº 4 (art. 161, II) § 6 art 2 do subst",Rejeitada a Emenda nº 4.,NA,"Jhonatan de Jesus - REPUBLIC/RR, Ottaci Nascimento - SOLIDARI/RR, Hiran Gonçalves - PP/RR, Shéridan - PSDB/RR, Aline Gurgel - REPUBLIC/AP",Estrutura Fundiária,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2242488,2242488,2242488-64,camara
NA,NA,PL 1304/2020,"Altera a Lei n° 10.304, de 5 de novembro de 2001, que transfere ao domínio dos Estados de Roraima e do Amapá terras pertencentes à União e a Lei n° 6.634, de 2 de maio de 1979. que dispõe sobre a Faixa de Fronteira , altera o Decreto-lei n° 1.135, de 3 de dezembro de 1970, e dá outras providências.

NOVA EMENTA: Altera a Lei nº 10.304, de 5 de novembro de 2001, que transfere ao domínio dos Estados de Roraima e do Amapá terras pertencentes à União, e a Lei nº 6.634, de 2 de maio de 1979, que dispõe sobre a Faixa de Fronteira","Votação do DTQ 8: PCdoB: emenda de plenário n. 7, com vistas a sua aprovação. (161, II) o §2° do art. 2° e o inciso II, do §1°, do art. 3-A, constantes do art. 1° do Projeto de Lei n° 1304, de 2020",Rejeitada a Emenda nº 7.,NA,"Jhonatan de Jesus - REPUBLIC/RR, Ottaci Nascimento - SOLIDARI/RR, Hiran Gonçalves - PP/RR, Shéridan - PSDB/RR, Aline Gurgel - REPUBLIC/AP",Estrutura Fundiária,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2242488,2242488,2242488-61,camara
NA,NA,PL 1304/2020,"Altera a Lei n° 10.304, de 5 de novembro de 2001, que transfere ao domínio dos Estados de Roraima e do Amapá terras pertencentes à União e a Lei n° 6.634, de 2 de maio de 1979. que dispõe sobre a Faixa de Fronteira , altera o Decreto-lei n° 1.135, de 3 de dezembro de 1970, e dá outras providências.

NOVA EMENTA: Altera a Lei nº 10.304, de 5 de novembro de 2001, que transfere ao domínio dos Estados de Roraima e do Amapá terras pertencentes à União, e a Lei nº 6.634, de 2 de maio de 1979, que dispõe sobre a Faixa de Fronteira","Votação do DTQ 6: PSOL: destaque para votação em separado do §5°, do inciso VI, do Art. 2° da Lei nº 10.304, de 5 de novembro de 2001, constante do Art. 2° do substitutivo apresentado ao PL n° 1.304 de 2020, para sua supressão.",Mantido o texto.,NA,"Jhonatan de Jesus - REPUBLIC/RR, Ottaci Nascimento - SOLIDARI/RR, Hiran Gonçalves - PP/RR, Shéridan - PSDB/RR, Aline Gurgel - REPUBLIC/AP",Estrutura Fundiária,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2242488,2242488,2242488-53,camara
NA,NA,PL 1304/2020,"Altera a Lei n° 10.304, de 5 de novembro de 2001, que transfere ao domínio dos Estados de Roraima e do Amapá terras pertencentes à União e a Lei n° 6.634, de 2 de maio de 1979. que dispõe sobre a Faixa de Fronteira , altera o Decreto-lei n° 1.135, de 3 de dezembro de 1970, e dá outras providências.

NOVA EMENTA: Altera a Lei nº 10.304, de 5 de novembro de 2001, que transfere ao domínio dos Estados de Roraima e do Amapá terras pertencentes à União, e a Lei nº 6.634, de 2 de maio de 1979, que dispõe sobre a Faixa de Fronteira","Votação do DTQ 9: PSB: Emenda de Plenário nº 3. (art. 161, II). art 2 VI",Rejeitada a Emenda nº 3.,NA,"Jhonatan de Jesus - REPUBLIC/RR, Ottaci Nascimento - SOLIDARI/RR, Hiran Gonçalves - PP/RR, Shéridan - PSDB/RR, Aline Gurgel - REPUBLIC/AP",Estrutura Fundiária,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2242488,2242488,2242488-50,camara
NA,NA,PL 1304/2020,"Altera a Lei n° 10.304, de 5 de novembro de 2001, que transfere ao domínio dos Estados de Roraima e do Amapá terras pertencentes à União e a Lei n° 6.634, de 2 de maio de 1979. que dispõe sobre a Faixa de Fronteira , altera o Decreto-lei n° 1.135, de 3 de dezembro de 1970, e dá outras providências.

NOVA EMENTA: Altera a Lei nº 10.304, de 5 de novembro de 2001, que transfere ao domínio dos Estados de Roraima e do Amapá terras pertencentes à União, e a Lei nº 6.634, de 2 de maio de 1979, que dispõe sobre a Faixa de Fronteira",Votação em turno único.,"Aprovado o Substitutivo ao Projeto de Lei nº 1.304, de 2020, adotado pelo Relator da Comissão Especial, ressalvados os destaques.",NA,"Jhonatan de Jesus - REPUBLIC/RR, Ottaci Nascimento - SOLIDARI/RR, Hiran Gonçalves - PP/RR, Shéridan - PSDB/RR, Aline Gurgel - REPUBLIC/AP",Estrutura Fundiária,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2242488,2242488,2242488-39,camara
NA,NA,PL 1304/2020,"Altera a Lei n° 10.304, de 5 de novembro de 2001, que transfere ao domínio dos Estados de Roraima e do Amapá terras pertencentes à União e a Lei n° 6.634, de 2 de maio de 1979. que dispõe sobre a Faixa de Fronteira , altera o Decreto-lei n° 1.135, de 3 de dezembro de 1970, e dá outras providências.

NOVA EMENTA: Altera a Lei nº 10.304, de 5 de novembro de 2001, que transfere ao domínio dos Estados de Roraima e do Amapá terras pertencentes à União, e a Lei nº 6.634, de 2 de maio de 1979, que dispõe sobre a Faixa de Fronteira",NA,"Aprovado requerimento n. 740/2020 do Sr. Jhonatan de Jesus que requer urgência para a apreciação do Projeto de Lei nº 1.304, de 2020.",NA,"Jhonatan de Jesus - REPUBLIC/RR, Ottaci Nascimento - SOLIDARI/RR, Hiran Gonçalves - PP/RR, Shéridan - PSDB/RR, Aline Gurgel - REPUBLIC/AP",Estrutura Fundiária,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2242488,2242488,2242488-17,camara
NA,NA,PL 1304/2020,"Altera a Lei n° 10.304, de 5 de novembro de 2001, que transfere ao domínio dos Estados de Roraima e do Amapá terras pertencentes à União e a Lei n° 6.634, de 2 de maio de 1979. que dispõe sobre a Faixa de Fronteira , altera o Decreto-lei n° 1.135, de 3 de dezembro de 1970, e dá outras providências.

NOVA EMENTA: Altera a Lei nº 10.304, de 5 de novembro de 2001, que transfere ao domínio dos Estados de Roraima e do Amapá terras pertencentes à União, e a Lei nº 6.634, de 2 de maio de 1979, que dispõe sobre a Faixa de Fronteira",NA,Alteração do Regime de Tramitação desta proposição em virtude da Aprovação do REQ 740/2020.,NA,"Jhonatan de Jesus - REPUBLIC/RR, Ottaci Nascimento - SOLIDARI/RR, Hiran Gonçalves - PP/RR, Shéridan - PSDB/RR, Aline Gurgel - REPUBLIC/AP",Estrutura Fundiária,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2242488,2242488,2242488-16,camara
NA,NA,PL 1304/2020,"Altera a Lei n° 10.304, de 5 de novembro de 2001, que transfere ao domínio dos Estados de Roraima e do Amapá terras pertencentes à União e a Lei n° 6.634, de 2 de maio de 1979. que dispõe sobre a Faixa de Fronteira , altera o Decreto-lei n° 1.135, de 3 de dezembro de 1970, e dá outras providências.

NOVA EMENTA: Altera a Lei nº 10.304, de 5 de novembro de 2001, que transfere ao domínio dos Estados de Roraima e do Amapá terras pertencentes à União, e a Lei nº 6.634, de 2 de maio de 1979, que dispõe sobre a Faixa de Fronteira",NA,"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD).",NA,"Jhonatan de Jesus - REPUBLIC/RR, Ottaci Nascimento - SOLIDARI/RR, Hiran Gonçalves - PP/RR, Shéridan - PSDB/RR, Aline Gurgel - REPUBLIC/AP",Estrutura Fundiária,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2242488,2242488,2250360-6,camara
NA,NA,MPV 913/2019,"Autoriza a prorrogação de contratos por tempo determinado no âmbito do Ministério da Agricultura, Pecuária e Abastecimento.","Votação, quanto ao mérito, em turno único.","Aprovada a Medida Provisória 913, de 2019.",NA,"Poder Executivo, Poder Executivo","Administração Pública, Agricultura, Pecuária, Pesca e Extrativismo, Trabalho e Emprego",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2236185,2236185,2236185-34,camara
NA,NA,MPV 913/2019,"Autoriza a prorrogação de contratos por tempo determinado no âmbito do Ministério da Agricultura, Pecuária e Abastecimento.",Votação da Redação Final.,"Aprovada a Redação Final assinada pelo Relator, Dep. Alceu Moreira (MDB-RS).",NA,"Poder Executivo, Poder Executivo","Administração Pública, Agricultura, Pecuária, Pesca e Extrativismo, Trabalho e Emprego",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2236185,2236185,2236185-30,camara
NA,NA,MPV 913/2019,"Autoriza a prorrogação de contratos por tempo determinado no âmbito do Ministério da Agricultura, Pecuária e Abastecimento.","Votação das Emendas de Plenário nº 1 e de Comissão nº 2, com parecer pela rejeição.",Rejeitadas as Emendas de Plenário nº 1 e de Comissão nº 2.,NA,"Poder Executivo, Poder Executivo","Administração Pública, Agricultura, Pecuária, Pesca e Extrativismo, Trabalho e Emprego",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2236185,2236185,2236185-28,camara
NA,NA,MPV 913/2019,"Autoriza a prorrogação de contratos por tempo determinado no âmbito do Ministério da Agricultura, Pecuária e Abastecimento.",Votação preliminar em turno único.,"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista, na parte em que manifesta opinião pelo não atendimento dos pressupostos constitucionais de relevância e urgência e pela inadequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN.",NA,"Poder Executivo, Poder Executivo","Administração Pública, Agricultura, Pecuária, Pesca e Extrativismo, Trabalho e Emprego",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2236185,2236185,2236185-26,camara
NA,NA,MPV 913/2019,"Autoriza a prorrogação de contratos por tempo determinado no âmbito do Ministério da Agricultura, Pecuária e Abastecimento.",Votação preliminar em turno único.,"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista, na parte em que manifesta opinião favorável quanto ao atendimento dos pressupostos constitucionais de relevância e urgência e à adequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN.",NA,"Poder Executivo, Poder Executivo","Administração Pública, Agricultura, Pecuária, Pesca e Extrativismo, Trabalho e Emprego",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2236185,2236185,2236185-24,camara
NA,NA,MPV 920/2020,"Abre crédito extraordinário, em favor do Ministério do Desenvolvimento Regional, no valor de R$ 892.000.000,00, para os fins que especifica.",Votação da Redação Final.,"Aprovada a Redação Final assinada pelo Relator, Dep. Lucio Mosquini (MDB-RO).",NA,"Poder Executivo, Poder Executivo","Cidades e Desenvolvimento Urbano, Defesa e Segurança, Finanças Públicas e Orçamento, Meio Ambiente e Desenvolvimento Sustentável",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2236262,2236262,2236262-41,camara
NA,NA,MPV 920/2020,"Abre crédito extraordinário, em favor do Ministério do Desenvolvimento Regional, no valor de R$ 892.000.000,00, para os fins que especifica.","Votação, quanto ao mérito, em turno único.","Aprovada a Medida Provisória nº 920, de 2020, na forma do Projeto de Lei de Conversão nº 14, de 2020.",NA,"Poder Executivo, Poder Executivo","Cidades e Desenvolvimento Urbano, Defesa e Segurança, Finanças Públicas e Orçamento, Meio Ambiente e Desenvolvimento Sustentável",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2236262,2236262,2236262-39,camara
NA,NA,MPV 920/2020,"Abre crédito extraordinário, em favor do Ministério do Desenvolvimento Regional, no valor de R$ 892.000.000,00, para os fins que especifica.",Votação preliminar em turno único.,"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista de Planos, Orçamentos Públicos e Fiscalização, na parte em que manifesta opinião pelo não atendimento dos pressupostos constitucionais de relevância, urgência e imprevisibilidade das despesas e de sua adequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 1, de 2002-CN.",NA,"Poder Executivo, Poder Executivo","Cidades e Desenvolvimento Urbano, Defesa e Segurança, Finanças Públicas e Orçamento, Meio Ambiente e Desenvolvimento Sustentável",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2236262,2236262,2236262-34,camara
NA,NA,MPV 920/2020,"Abre crédito extraordinário, em favor do Ministério do Desenvolvimento Regional, no valor de R$ 892.000.000,00, para os fins que especifica.",Votação preliminar em turno único.,"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista de Planos, Orçamentos Públicos e Fiscalização, na parte em que manifesta opinião favorável quanto ao atendimento dos pressupostos constitucionais de relevância, urgência e imprevisibilidade das despesas e de sua adequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 1, de 2002-CN.",NA,"Poder Executivo, Poder Executivo","Cidades e Desenvolvimento Urbano, Defesa e Segurança, Finanças Públicas e Orçamento, Meio Ambiente e Desenvolvimento Sustentável",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2236262,2236262,2236262-33,camara
NA,NA,PL 735/2020,"Fica criado o abono destinado a feirantes e agricultores familiares que se encontram em isolamento ou quarentena em razão da pandemia do COVID-19, consoante a Lei 13.979, de 6 de fevereiro de 2020, e que apresentam-se impossibilitados de comercializar sua produção também por medidas determinadas pelos executivos municipais.

NOVA EMENTA: Dispõe sobre medidas emergenciais de amparo aos agricultores familiares do Brasil para mitigar os impactos socioeconômicos da Covid-19; altera as Leis nºs 13.340, de 28 de setembro de 2016, e 13.606, de 9 de janeiro de 2018; e dá outras providências (Lei Assis Carvalho).",Votação da Emenda de Redação nº 1.,Aprovada a Emenda de Redação nº 1.,NA,"Enio Verri - PT/PR, Célio Moura - PT/TO, José Guimarães - PT/CE, Helder Salomão - PT/ES, Pedro Uczai - PT/SC, Professora Rosa Neide - PT/MT, Waldenor Pereira - PT/BA, Erika Kokay - PT/DF, Maria do Rosário - PT/RS, Natália Bonavides - PT/RN, Marília Arraes - PT/PE, João Daniel - PT/SE, Carlos Veras - PT/PE, Valmir Assunção - PT/BA, Airton Faleiro - PT/PA, Vicentinho - PT/SP, Zeca Dirceu - PT/PR, Jorge Solla - PT/BA, Afonso Florence - PT/BA, Leonardo Monteiro - PT/MG, Beto Faro - PT/PA, Arlindo Chinaglia - PT/SP, Paulo Teixeira - PT/SP, Zé Carlos - PT/MA, Alexandre Padilha - PT/SP, Luizianne Lins - PT/CE, Marcon - PT/RS, Rogério Correia - PT/MG, Rejane Dias - PT/PI, Rubens Otoni - PT/GO, José Ricardo - PT/AM, José Airton Félix Cirilo - PT/CE, Nilto Tatto - PT/SP, Bohn Gass - PT/RS, Patrus Ananias - PT/MG, Alencar Santana Braga - PT/SP, Frei Anastacio Ribeiro - PT/PB, Margarida Salomão - PT/MG, Padre João - PT/MG, Paulão - PT/AL, Joseildo Ramos - PT/BA, Vander Loubet - PT/MS, Paulo Pimenta - PT/RS, Zé Neto - PT/BA, Gleisi Hoffmann - PT/PR, Rui Falcão - PT/SP, Reginaldo Lopes - PT/MG, Paulo Guedes - PT/MG","Agricultura, Pecuária, Pesca e Extrativismo, Previdência e Assistência Social, Saúde",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2239605,2239605,2239605-74,camara
NA,NA,PL 735/2020,"Fica criado o abono destinado a feirantes e agricultores familiares que se encontram em isolamento ou quarentena em razão da pandemia do COVID-19, consoante a Lei 13.979, de 6 de fevereiro de 2020, e que apresentam-se impossibilitados de comercializar sua produção também por medidas determinadas pelos executivos municipais.

NOVA EMENTA: Dispõe sobre medidas emergenciais de amparo aos agricultores familiares do Brasil para mitigar os impactos socioeconômicos da Covid-19; altera as Leis nºs 13.340, de 28 de setembro de 2016, e 13.606, de 9 de janeiro de 2018; e dá outras providências (Lei Assis Carvalho).",Votação da Redação Final.,"Aprovada a Redação Final assinada pelo Relator, Dep. Zé Silva (SOLIDARIEDADE/MG).",NA,"Enio Verri - PT/PR, Célio Moura - PT/TO, José Guimarães - PT/CE, Helder Salomão - PT/ES, Pedro Uczai - PT/SC, Professora Rosa Neide - PT/MT, Waldenor Pereira - PT/BA, Erika Kokay - PT/DF, Maria do Rosário - PT/RS, Natália Bonavides - PT/RN, Marília Arraes - PT/PE, João Daniel - PT/SE, Carlos Veras - PT/PE, Valmir Assunção - PT/BA, Airton Faleiro - PT/PA, Vicentinho - PT/SP, Zeca Dirceu - PT/PR, Jorge Solla - PT/BA, Afonso Florence - PT/BA, Leonardo Monteiro - PT/MG, Beto Faro - PT/PA, Arlindo Chinaglia - PT/SP, Paulo Teixeira - PT/SP, Zé Carlos - PT/MA, Alexandre Padilha - PT/SP, Luizianne Lins - PT/CE, Marcon - PT/RS, Rogério Correia - PT/MG, Rejane Dias - PT/PI, Rubens Otoni - PT/GO, José Ricardo - PT/AM, José Airton Félix Cirilo - PT/CE, Nilto Tatto - PT/SP, Bohn Gass - PT/RS, Patrus Ananias - PT/MG, Alencar Santana Braga - PT/SP, Frei Anastacio Ribeiro - PT/PB, Margarida Salomão - PT/MG, Padre João - PT/MG, Paulão - PT/AL, Joseildo Ramos - PT/BA, Vander Loubet - PT/MS, Paulo Pimenta - PT/RS, Zé Neto - PT/BA, Gleisi Hoffmann - PT/PR, Rui Falcão - PT/SP, Reginaldo Lopes - PT/MG, Paulo Guedes - PT/MG","Agricultura, Pecuária, Pesca e Extrativismo, Previdência e Assistência Social, Saúde",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2239605,2239605,2239605-71,camara
NA,NA,PL 735/2020,"Fica criado o abono destinado a feirantes e agricultores familiares que se encontram em isolamento ou quarentena em razão da pandemia do COVID-19, consoante a Lei 13.979, de 6 de fevereiro de 2020, e que apresentam-se impossibilitados de comercializar sua produção também por medidas determinadas pelos executivos municipais.

NOVA EMENTA: Dispõe sobre medidas emergenciais de amparo aos agricultores familiares do Brasil para mitigar os impactos socioeconômicos da Covid-19; altera as Leis nºs 13.340, de 28 de setembro de 2016, e 13.606, de 9 de janeiro de 2018; e dá outras providências (Lei Assis Carvalho).","Votação das Emendas de Plenário ao Substitutivo, com parecer pela rejeição.","Rejeitadas as Emendas de Plenário ao Substitutivo, com parecer pela rejeição.",NA,"Enio Verri - PT/PR, Célio Moura - PT/TO, José Guimarães - PT/CE, Helder Salomão - PT/ES, Pedro Uczai - PT/SC, Professora Rosa Neide - PT/MT, Waldenor Pereira - PT/BA, Erika Kokay - PT/DF, Maria do Rosário - PT/RS, Natália Bonavides - PT/RN, Marília Arraes - PT/PE, João Daniel - PT/SE, Carlos Veras - PT/PE, Valmir Assunção - PT/BA, Airton Faleiro - PT/PA, Vicentinho - PT/SP, Zeca Dirceu - PT/PR, Jorge Solla - PT/BA, Afonso Florence - PT/BA, Leonardo Monteiro - PT/MG, Beto Faro - PT/PA, Arlindo Chinaglia - PT/SP, Paulo Teixeira - PT/SP, Zé Carlos - PT/MA, Alexandre Padilha - PT/SP, Luizianne Lins - PT/CE, Marcon - PT/RS, Rogério Correia - PT/MG, Rejane Dias - PT/PI, Rubens Otoni - PT/GO, José Ricardo - PT/AM, José Airton Félix Cirilo - PT/CE, Nilto Tatto - PT/SP, Bohn Gass - PT/RS, Patrus Ananias - PT/MG, Alencar Santana Braga - PT/SP, Frei Anastacio Ribeiro - PT/PB, Margarida Salomão - PT/MG, Padre João - PT/MG, Paulão - PT/AL, Joseildo Ramos - PT/BA, Vander Loubet - PT/MS, Paulo Pimenta - PT/RS, Zé Neto - PT/BA, Gleisi Hoffmann - PT/PR, Rui Falcão - PT/SP, Reginaldo Lopes - PT/MG, Paulo Guedes - PT/MG","Agricultura, Pecuária, Pesca e Extrativismo, Previdência e Assistência Social, Saúde",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2239605,2239605,2239605-68,camara
