Ambientalismo orienta SIM/NÃO/LIBERADO,nome_proposicao,ementa_proposicao,obj_votacao,resumo,data,data_apresentacao_proposicao,autor,indexacao_proposicao,tema,uri_tramitacao,id_proposicao,id_votacao,descricao_efeitos,is_nominal
NA,PL 3729/2004,"Dispõe sobre o licenciamento ambiental, regulamenta o inciso IV do § 1º do art. 225 da Constituição Federal, e dá outras providências.

NOVA EMENTA: Dispõe sobre o licenciamento ambiental; regulamenta o inciso IV do § 1º do art. 225 da Constituição Federal; altera as Leis nºs 9.605, de 12 de fevereiro de 1998, e 9.985, de 18 de julho de 2000; revoga dispositivo da Lei nº 7.661, de 16 de maio de 1988; e dá outras providências.",Votação da Redação Final.,"Aprovada a Redação Final assinada pelo Relator, Dep. Dep. Neri Geller (PP-MT). Sim: 290; não: 115; total: 405.",2021-05-13T16:07:37,08/06/2004,"Luciano Zica - PT/SP, Walter Pinheiro - PT/BA, Zezéu Ribeiro - PT/BA, Iriny Lopes - PT/ES, João Grandão - PT/MS, Nazareno Fonteles - PT/PI, Luci Choinacki - PT/SC, Vignatti - PT/SC, Mauro Passos - PT/SC, Iara Bernardi - PT/SP, Ivan Valente - PT/SP, Luiz Eduardo Greenhalgh - PT/SP, Luiz Alberto - PT/BA, Ivo José - PT/MG, João Alfredo - PT/CE","Regulamentação, Constituição Federal, normas, União, Estado (ente federado), Distrito Federal, Município, licenciamento ambiental, órgão público, Sistema Nacional do Meio Ambiente (SISNAMA), publicidade, INTERNET, exigência, Estudo de Impacto Ambiental, Relatório de impacto ambiental, implantação, plano, programa, ampliação, obra civil, obra pública, atividade potencialmente poluidora,  licença prévia, instalação, operação, concessão, prazo determinado, realização, auditoria, contratação, seguros, responsabilidade civil, danos ambientais, penalidade, infrator.  
_ Criação, taxas, renovação, concessão, licenciamento ambiental, fixação, valor.",Meio Ambiente e Desenvolvimento Sustentável,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=257161,257161,257161-386,NA,1
NA,PL 3729/2004,"Dispõe sobre o licenciamento ambiental, regulamenta o inciso IV do § 1º do art. 225 da Constituição Federal, e dá outras providências.

NOVA EMENTA: Dispõe sobre o licenciamento ambiental; regulamenta o inciso IV do § 1º do art. 225 da Constituição Federal; altera as Leis nºs 9.605, de 12 de fevereiro de 1998, e 9.985, de 18 de julho de 2000; revoga dispositivo da Lei nº 7.661, de 16 de maio de 1988; e dá outras providências.","Votação do DTQ 9: PT: Destaque, com vistas à rejeição, do art. 58 constante do Substitutivo oferecido ao PL 3.729/2004 (art. 161, I)",Mantido o texto. Sim: 321; não: 129; abstenção: 1; total: 451.,2021-05-13T15:50:00,08/06/2004,"Luciano Zica - PT/SP, Walter Pinheiro - PT/BA, Zezéu Ribeiro - PT/BA, Iriny Lopes - PT/ES, João Grandão - PT/MS, Nazareno Fonteles - PT/PI, Luci Choinacki - PT/SC, Vignatti - PT/SC, Mauro Passos - PT/SC, Iara Bernardi - PT/SP, Ivan Valente - PT/SP, Luiz Eduardo Greenhalgh - PT/SP, Luiz Alberto - PT/BA, Ivo José - PT/MG, João Alfredo - PT/CE","Regulamentação, Constituição Federal, normas, União, Estado (ente federado), Distrito Federal, Município, licenciamento ambiental, órgão público, Sistema Nacional do Meio Ambiente (SISNAMA), publicidade, INTERNET, exigência, Estudo de Impacto Ambiental, Relatório de impacto ambiental, implantação, plano, programa, ampliação, obra civil, obra pública, atividade potencialmente poluidora,  licença prévia, instalação, operação, concessão, prazo determinado, realização, auditoria, contratação, seguros, responsabilidade civil, danos ambientais, penalidade, infrator.  
_ Criação, taxas, renovação, concessão, licenciamento ambiental, fixação, valor.",Meio Ambiente e Desenvolvimento Sustentável,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=257161,257161,257161-385,NA,1
NA,PL 3729/2004,"Dispõe sobre o licenciamento ambiental, regulamenta o inciso IV do § 1º do art. 225 da Constituição Federal, e dá outras providências.

NOVA EMENTA: Dispõe sobre o licenciamento ambiental; regulamenta o inciso IV do § 1º do art. 225 da Constituição Federal; altera as Leis nºs 9.605, de 12 de fevereiro de 1998, e 9.985, de 18 de julho de 2000; revoga dispositivo da Lei nº 7.661, de 16 de maio de 1988; e dá outras providências.","Votação do DTQ 13: PSOL: Emenda de Plenário nº 87 (art. 161, II)",Rejeitada a Emenda de Plenário nº 87. Sim: 112; não: 289; total: 401.,2021-05-13T15:12:49,08/06/2004,"Luciano Zica - PT/SP, Walter Pinheiro - PT/BA, Zezéu Ribeiro - PT/BA, Iriny Lopes - PT/ES, João Grandão - PT/MS, Nazareno Fonteles - PT/PI, Luci Choinacki - PT/SC, Vignatti - PT/SC, Mauro Passos - PT/SC, Iara Bernardi - PT/SP, Ivan Valente - PT/SP, Luiz Eduardo Greenhalgh - PT/SP, Luiz Alberto - PT/BA, Ivo José - PT/MG, João Alfredo - PT/CE","Regulamentação, Constituição Federal, normas, União, Estado (ente federado), Distrito Federal, Município, licenciamento ambiental, órgão público, Sistema Nacional do Meio Ambiente (SISNAMA), publicidade, INTERNET, exigência, Estudo de Impacto Ambiental, Relatório de impacto ambiental, implantação, plano, programa, ampliação, obra civil, obra pública, atividade potencialmente poluidora,  licença prévia, instalação, operação, concessão, prazo determinado, realização, auditoria, contratação, seguros, responsabilidade civil, danos ambientais, penalidade, infrator.  
_ Criação, taxas, renovação, concessão, licenciamento ambiental, fixação, valor.",Meio Ambiente e Desenvolvimento Sustentável,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=257161,257161,257161-383,NA,1
NA,PL 3729/2004,"Dispõe sobre o licenciamento ambiental, regulamenta o inciso IV do § 1º do art. 225 da Constituição Federal, e dá outras providências.

NOVA EMENTA: Dispõe sobre o licenciamento ambiental; regulamenta o inciso IV do § 1º do art. 225 da Constituição Federal; altera as Leis nºs 9.605, de 12 de fevereiro de 1998, e 9.985, de 18 de julho de 2000; revoga dispositivo da Lei nº 7.661, de 16 de maio de 1988; e dá outras providências.","Votação do DTQ 4: PDT: Emenda de Plenário n 46 (art. 161, II)",Rejeitada a Emenda de Plenário nº 46. Sim: 135; não: 307; abstenção: 1; total: 443.,2021-05-13T14:50:15,08/06/2004,"Luciano Zica - PT/SP, Walter Pinheiro - PT/BA, Zezéu Ribeiro - PT/BA, Iriny Lopes - PT/ES, João Grandão - PT/MS, Nazareno Fonteles - PT/PI, Luci Choinacki - PT/SC, Vignatti - PT/SC, Mauro Passos - PT/SC, Iara Bernardi - PT/SP, Ivan Valente - PT/SP, Luiz Eduardo Greenhalgh - PT/SP, Luiz Alberto - PT/BA, Ivo José - PT/MG, João Alfredo - PT/CE","Regulamentação, Constituição Federal, normas, União, Estado (ente federado), Distrito Federal, Município, licenciamento ambiental, órgão público, Sistema Nacional do Meio Ambiente (SISNAMA), publicidade, INTERNET, exigência, Estudo de Impacto Ambiental, Relatório de impacto ambiental, implantação, plano, programa, ampliação, obra civil, obra pública, atividade potencialmente poluidora,  licença prévia, instalação, operação, concessão, prazo determinado, realização, auditoria, contratação, seguros, responsabilidade civil, danos ambientais, penalidade, infrator.  
_ Criação, taxas, renovação, concessão, licenciamento ambiental, fixação, valor.",Meio Ambiente e Desenvolvimento Sustentável,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=257161,257161,257161-380,NA,1
NA,PL 3729/2004,"Dispõe sobre o licenciamento ambiental, regulamenta o inciso IV do § 1º do art. 225 da Constituição Federal, e dá outras providências.

NOVA EMENTA: Dispõe sobre o licenciamento ambiental; regulamenta o inciso IV do § 1º do art. 225 da Constituição Federal; altera as Leis nºs 9.605, de 12 de fevereiro de 1998, e 9.985, de 18 de julho de 2000; revoga dispositivo da Lei nº 7.661, de 16 de maio de 1988; e dá outras providências.","Votação do DTQ 1: PDT: Destaque para votação em separado do art. 21 do Substitutivo apresentado ao PL 3729/04 (Licenciamento ambiental). (art. 161, I)",Mantido o texto. Sim: 297; não: 131; total: 428.,2021-05-13T14:22:08,08/06/2004,"Luciano Zica - PT/SP, Walter Pinheiro - PT/BA, Zezéu Ribeiro - PT/BA, Iriny Lopes - PT/ES, João Grandão - PT/MS, Nazareno Fonteles - PT/PI, Luci Choinacki - PT/SC, Vignatti - PT/SC, Mauro Passos - PT/SC, Iara Bernardi - PT/SP, Ivan Valente - PT/SP, Luiz Eduardo Greenhalgh - PT/SP, Luiz Alberto - PT/BA, Ivo José - PT/MG, João Alfredo - PT/CE","Regulamentação, Constituição Federal, normas, União, Estado (ente federado), Distrito Federal, Município, licenciamento ambiental, órgão público, Sistema Nacional do Meio Ambiente (SISNAMA), publicidade, INTERNET, exigência, Estudo de Impacto Ambiental, Relatório de impacto ambiental, implantação, plano, programa, ampliação, obra civil, obra pública, atividade potencialmente poluidora,  licença prévia, instalação, operação, concessão, prazo determinado, realização, auditoria, contratação, seguros, responsabilidade civil, danos ambientais, penalidade, infrator.  
_ Criação, taxas, renovação, concessão, licenciamento ambiental, fixação, valor.",Meio Ambiente e Desenvolvimento Sustentável,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=257161,257161,257161-374,NA,1
NA,PL 3729/2004,"Dispõe sobre o licenciamento ambiental, regulamenta o inciso IV do § 1º do art. 225 da Constituição Federal, e dá outras providências.

NOVA EMENTA: Dispõe sobre o licenciamento ambiental; regulamenta o inciso IV do § 1º do art. 225 da Constituição Federal; altera as Leis nºs 9.605, de 12 de fevereiro de 1998, e 9.985, de 18 de julho de 2000; revoga dispositivo da Lei nº 7.661, de 16 de maio de 1988; e dá outras providências.","Votação do DTQ 12: PT: destaque para votação da Emenda de Plenário n. 59, apresentada ao PL 3.729/2004. (art. 161, II)",Rejeitada a Emenda de Plenário nº 59. Sim: 124; não: 287; total: 411.,2021-05-13T13:51:28,08/06/2004,"Luciano Zica - PT/SP, Walter Pinheiro - PT/BA, Zezéu Ribeiro - PT/BA, Iriny Lopes - PT/ES, João Grandão - PT/MS, Nazareno Fonteles - PT/PI, Luci Choinacki - PT/SC, Vignatti - PT/SC, Mauro Passos - PT/SC, Iara Bernardi - PT/SP, Ivan Valente - PT/SP, Luiz Eduardo Greenhalgh - PT/SP, Luiz Alberto - PT/BA, Ivo José - PT/MG, João Alfredo - PT/CE","Regulamentação, Constituição Federal, normas, União, Estado (ente federado), Distrito Federal, Município, licenciamento ambiental, órgão público, Sistema Nacional do Meio Ambiente (SISNAMA), publicidade, INTERNET, exigência, Estudo de Impacto Ambiental, Relatório de impacto ambiental, implantação, plano, programa, ampliação, obra civil, obra pública, atividade potencialmente poluidora,  licença prévia, instalação, operação, concessão, prazo determinado, realização, auditoria, contratação, seguros, responsabilidade civil, danos ambientais, penalidade, infrator.  
_ Criação, taxas, renovação, concessão, licenciamento ambiental, fixação, valor.",Meio Ambiente e Desenvolvimento Sustentável,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=257161,257161,257161-371,NA,1
NA,PL 3729/2004,"Dispõe sobre o licenciamento ambiental, regulamenta o inciso IV do § 1º do art. 225 da Constituição Federal, e dá outras providências.

NOVA EMENTA: Dispõe sobre o licenciamento ambiental; regulamenta o inciso IV do § 1º do art. 225 da Constituição Federal; altera as Leis nºs 9.605, de 12 de fevereiro de 1998, e 9.985, de 18 de julho de 2000; revoga dispositivo da Lei nº 7.661, de 16 de maio de 1988; e dá outras providências.","Votação do DTQ 10: PCdoB: Emenda de Plenário n. 64 (art. 161, II)",Rejeitada a Emenda de Plenário nº 64.  Sim: 126; não: 297; total: 423.,2021-05-13T12:49:48,08/06/2004,"Luciano Zica - PT/SP, Walter Pinheiro - PT/BA, Zezéu Ribeiro - PT/BA, Iriny Lopes - PT/ES, João Grandão - PT/MS, Nazareno Fonteles - PT/PI, Luci Choinacki - PT/SC, Vignatti - PT/SC, Mauro Passos - PT/SC, Iara Bernardi - PT/SP, Ivan Valente - PT/SP, Luiz Eduardo Greenhalgh - PT/SP, Luiz Alberto - PT/BA, Ivo José - PT/MG, João Alfredo - PT/CE","Regulamentação, Constituição Federal, normas, União, Estado (ente federado), Distrito Federal, Município, licenciamento ambiental, órgão público, Sistema Nacional do Meio Ambiente (SISNAMA), publicidade, INTERNET, exigência, Estudo de Impacto Ambiental, Relatório de impacto ambiental, implantação, plano, programa, ampliação, obra civil, obra pública, atividade potencialmente poluidora,  licença prévia, instalação, operação, concessão, prazo determinado, realização, auditoria, contratação, seguros, responsabilidade civil, danos ambientais, penalidade, infrator.  
_ Criação, taxas, renovação, concessão, licenciamento ambiental, fixação, valor.",Meio Ambiente e Desenvolvimento Sustentável,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=257161,257161,257161-367,NA,1
NA,PL 3729/2004,"Dispõe sobre o licenciamento ambiental, regulamenta o inciso IV do § 1º do art. 225 da Constituição Federal, e dá outras providências.

NOVA EMENTA: Dispõe sobre o licenciamento ambiental; regulamenta o inciso IV do § 1º do art. 225 da Constituição Federal; altera as Leis nºs 9.605, de 12 de fevereiro de 1998, e 9.985, de 18 de julho de 2000; revoga dispositivo da Lei nº 7.661, de 16 de maio de 1988; e dá outras providências.","Votação do DTQ 5: PSB: Emenda de Plenário n. 19 (art. 161, II)",Rejeitada a Emenda de Plenário nº 19. Sim: 140; não: 298; total: 438.,2021-05-13T12:18:32,08/06/2004,"Luciano Zica - PT/SP, Walter Pinheiro - PT/BA, Zezéu Ribeiro - PT/BA, Iriny Lopes - PT/ES, João Grandão - PT/MS, Nazareno Fonteles - PT/PI, Luci Choinacki - PT/SC, Vignatti - PT/SC, Mauro Passos - PT/SC, Iara Bernardi - PT/SP, Ivan Valente - PT/SP, Luiz Eduardo Greenhalgh - PT/SP, Luiz Alberto - PT/BA, Ivo José - PT/MG, João Alfredo - PT/CE","Regulamentação, Constituição Federal, normas, União, Estado (ente federado), Distrito Federal, Município, licenciamento ambiental, órgão público, Sistema Nacional do Meio Ambiente (SISNAMA), publicidade, INTERNET, exigência, Estudo de Impacto Ambiental, Relatório de impacto ambiental, implantação, plano, programa, ampliação, obra civil, obra pública, atividade potencialmente poluidora,  licença prévia, instalação, operação, concessão, prazo determinado, realização, auditoria, contratação, seguros, responsabilidade civil, danos ambientais, penalidade, infrator.  
_ Criação, taxas, renovação, concessão, licenciamento ambiental, fixação, valor.",Meio Ambiente e Desenvolvimento Sustentável,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=257161,257161,257161-363,NA,1
NA,PL 3729/2004,"Dispõe sobre o licenciamento ambiental, regulamenta o inciso IV do § 1º do art. 225 da Constituição Federal, e dá outras providências.

NOVA EMENTA: Dispõe sobre o licenciamento ambiental; regulamenta o inciso IV do § 1º do art. 225 da Constituição Federal; altera as Leis nºs 9.605, de 12 de fevereiro de 1998, e 9.985, de 18 de julho de 2000; revoga dispositivo da Lei nº 7.661, de 16 de maio de 1988; e dá outras providências.","Votação do DTQ 6: PSB: Destaque para votação do art. 8º do Substitutivo (art. 161, I)",Mantido o texto. Sim: 258; não: 119; total: 377.,2021-05-13T11:39:35,08/06/2004,"Luciano Zica - PT/SP, Walter Pinheiro - PT/BA, Zezéu Ribeiro - PT/BA, Iriny Lopes - PT/ES, João Grandão - PT/MS, Nazareno Fonteles - PT/PI, Luci Choinacki - PT/SC, Vignatti - PT/SC, Mauro Passos - PT/SC, Iara Bernardi - PT/SP, Ivan Valente - PT/SP, Luiz Eduardo Greenhalgh - PT/SP, Luiz Alberto - PT/BA, Ivo José - PT/MG, João Alfredo - PT/CE","Regulamentação, Constituição Federal, normas, União, Estado (ente federado), Distrito Federal, Município, licenciamento ambiental, órgão público, Sistema Nacional do Meio Ambiente (SISNAMA), publicidade, INTERNET, exigência, Estudo de Impacto Ambiental, Relatório de impacto ambiental, implantação, plano, programa, ampliação, obra civil, obra pública, atividade potencialmente poluidora,  licença prévia, instalação, operação, concessão, prazo determinado, realização, auditoria, contratação, seguros, responsabilidade civil, danos ambientais, penalidade, infrator.  
_ Criação, taxas, renovação, concessão, licenciamento ambiental, fixação, valor.",Meio Ambiente e Desenvolvimento Sustentável,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=257161,257161,257161-358,NA,1
NA,PL 3729/2004,"Dispõe sobre o licenciamento ambiental, regulamenta o inciso IV do § 1º do art. 225 da Constituição Federal, e dá outras providências.

NOVA EMENTA: Dispõe sobre o licenciamento ambiental; regulamenta o inciso IV do § 1º do art. 225 da Constituição Federal; altera as Leis nºs 9.605, de 12 de fevereiro de 1998, e 9.985, de 18 de julho de 2000; revoga dispositivo da Lei nº 7.661, de 16 de maio de 1988; e dá outras providências.",Continuação da votação em turno único.,Rejeitado o Requerimento. Sim: 16; não: 301; abstenção: 1; total: 318.,2021-05-13T10:54:12,08/06/2004,"Luciano Zica - PT/SP, Walter Pinheiro - PT/BA, Zezéu Ribeiro - PT/BA, Iriny Lopes - PT/ES, João Grandão - PT/MS, Nazareno Fonteles - PT/PI, Luci Choinacki - PT/SC, Vignatti - PT/SC, Mauro Passos - PT/SC, Iara Bernardi - PT/SP, Ivan Valente - PT/SP, Luiz Eduardo Greenhalgh - PT/SP, Luiz Alberto - PT/BA, Ivo José - PT/MG, João Alfredo - PT/CE","Regulamentação, Constituição Federal, normas, União, Estado (ente federado), Distrito Federal, Município, licenciamento ambiental, órgão público, Sistema Nacional do Meio Ambiente (SISNAMA), publicidade, INTERNET, exigência, Estudo de Impacto Ambiental, Relatório de impacto ambiental, implantação, plano, programa, ampliação, obra civil, obra pública, atividade potencialmente poluidora,  licença prévia, instalação, operação, concessão, prazo determinado, realização, auditoria, contratação, seguros, responsabilidade civil, danos ambientais, penalidade, infrator.  
_ Criação, taxas, renovação, concessão, licenciamento ambiental, fixação, valor.",Meio Ambiente e Desenvolvimento Sustentável,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=257161,257161,257161-346,NA,1
NA,PL 3729/2004,"Dispõe sobre o licenciamento ambiental, regulamenta o inciso IV do § 1º do art. 225 da Constituição Federal, e dá outras providências.

NOVA EMENTA: Dispõe sobre o licenciamento ambiental; regulamenta o inciso IV do § 1º do art. 225 da Constituição Federal; altera as Leis nºs 9.605, de 12 de fevereiro de 1998, e 9.985, de 18 de julho de 2000; revoga dispositivo da Lei nº 7.661, de 16 de maio de 1988; e dá outras providências.",Votação em turno único.,"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei nº 3.729, de 2004, adotada pelo Relator da Comissão de Meio Ambiente e Desenvolvimento Sustentável, ressalvados os destaques. Sim: 300; não: 122; total: 422.",2021-05-13T00:05:05,08/06/2004,"Luciano Zica - PT/SP, Walter Pinheiro - PT/BA, Zezéu Ribeiro - PT/BA, Iriny Lopes - PT/ES, João Grandão - PT/MS, Nazareno Fonteles - PT/PI, Luci Choinacki - PT/SC, Vignatti - PT/SC, Mauro Passos - PT/SC, Iara Bernardi - PT/SP, Ivan Valente - PT/SP, Luiz Eduardo Greenhalgh - PT/SP, Luiz Alberto - PT/BA, Ivo José - PT/MG, João Alfredo - PT/CE","Regulamentação, Constituição Federal, normas, União, Estado (ente federado), Distrito Federal, Município, licenciamento ambiental, órgão público, Sistema Nacional do Meio Ambiente (SISNAMA), publicidade, INTERNET, exigência, Estudo de Impacto Ambiental, Relatório de impacto ambiental, implantação, plano, programa, ampliação, obra civil, obra pública, atividade potencialmente poluidora,  licença prévia, instalação, operação, concessão, prazo determinado, realização, auditoria, contratação, seguros, responsabilidade civil, danos ambientais, penalidade, infrator.  
_ Criação, taxas, renovação, concessão, licenciamento ambiental, fixação, valor.",Meio Ambiente e Desenvolvimento Sustentável,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=257161,257161,257161-337,NA,1
NA,PL 3729/2004,"Dispõe sobre o licenciamento ambiental, regulamenta o inciso IV do § 1º do art. 225 da Constituição Federal, e dá outras providências.

NOVA EMENTA: Dispõe sobre o licenciamento ambiental; regulamenta o inciso IV do § 1º do art. 225 da Constituição Federal; altera as Leis nºs 9.605, de 12 de fevereiro de 1998, e 9.985, de 18 de julho de 2000; revoga dispositivo da Lei nº 7.661, de 16 de maio de 1988; e dá outras providências.","Votação do DTQ 7: PT: Emenda de Plenário n. 63 (art. 161, IV)",Rejeitado o Destaque de Preferência. Sim: 93; não: 251; abstenção: 1; total: 345.,2021-05-12T23:25:24,08/06/2004,"Luciano Zica - PT/SP, Walter Pinheiro - PT/BA, Zezéu Ribeiro - PT/BA, Iriny Lopes - PT/ES, João Grandão - PT/MS, Nazareno Fonteles - PT/PI, Luci Choinacki - PT/SC, Vignatti - PT/SC, Mauro Passos - PT/SC, Iara Bernardi - PT/SP, Ivan Valente - PT/SP, Luiz Eduardo Greenhalgh - PT/SP, Luiz Alberto - PT/BA, Ivo José - PT/MG, João Alfredo - PT/CE","Regulamentação, Constituição Federal, normas, União, Estado (ente federado), Distrito Federal, Município, licenciamento ambiental, órgão público, Sistema Nacional do Meio Ambiente (SISNAMA), publicidade, INTERNET, exigência, Estudo de Impacto Ambiental, Relatório de impacto ambiental, implantação, plano, programa, ampliação, obra civil, obra pública, atividade potencialmente poluidora,  licença prévia, instalação, operação, concessão, prazo determinado, realização, auditoria, contratação, seguros, responsabilidade civil, danos ambientais, penalidade, infrator.  
_ Criação, taxas, renovação, concessão, licenciamento ambiental, fixação, valor.",Meio Ambiente e Desenvolvimento Sustentável,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=257161,257161,257161-335,NA,1
NA,PL 3729/2004,"Dispõe sobre o licenciamento ambiental, regulamenta o inciso IV do § 1º do art. 225 da Constituição Federal, e dá outras providências.

NOVA EMENTA: Dispõe sobre o licenciamento ambiental; regulamenta o inciso IV do § 1º do art. 225 da Constituição Federal; altera as Leis nºs 9.605, de 12 de fevereiro de 1998, e 9.985, de 18 de julho de 2000; revoga dispositivo da Lei nº 7.661, de 16 de maio de 1988; e dá outras providências.",NA,Rejeitado o Requerimento. Sim: 10; não: 300; total: 310.,2021-05-12T22:54:09,08/06/2004,"Luciano Zica - PT/SP, Walter Pinheiro - PT/BA, Zezéu Ribeiro - PT/BA, Iriny Lopes - PT/ES, João Grandão - PT/MS, Nazareno Fonteles - PT/PI, Luci Choinacki - PT/SC, Vignatti - PT/SC, Mauro Passos - PT/SC, Iara Bernardi - PT/SP, Ivan Valente - PT/SP, Luiz Eduardo Greenhalgh - PT/SP, Luiz Alberto - PT/BA, Ivo José - PT/MG, João Alfredo - PT/CE","Regulamentação, Constituição Federal, normas, União, Estado (ente federado), Distrito Federal, Município, licenciamento ambiental, órgão público, Sistema Nacional do Meio Ambiente (SISNAMA), publicidade, INTERNET, exigência, Estudo de Impacto Ambiental, Relatório de impacto ambiental, implantação, plano, programa, ampliação, obra civil, obra pública, atividade potencialmente poluidora,  licença prévia, instalação, operação, concessão, prazo determinado, realização, auditoria, contratação, seguros, responsabilidade civil, danos ambientais, penalidade, infrator.  
_ Criação, taxas, renovação, concessão, licenciamento ambiental, fixação, valor.",Meio Ambiente e Desenvolvimento Sustentável,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=257161,257161,257161-331,NA,1
NA,PL 3729/2004,"Dispõe sobre o licenciamento ambiental, regulamenta o inciso IV do § 1º do art. 225 da Constituição Federal, e dá outras providências.

NOVA EMENTA: Dispõe sobre o licenciamento ambiental; regulamenta o inciso IV do § 1º do art. 225 da Constituição Federal; altera as Leis nºs 9.605, de 12 de fevereiro de 1998, e 9.985, de 18 de julho de 2000; revoga dispositivo da Lei nº 7.661, de 16 de maio de 1988; e dá outras providências.",NA,Rejeitado o Requerimento. Sim: 15; não: 306; abstenção: 1; total: 322.,2021-05-12T22:28:34,08/06/2004,"Luciano Zica - PT/SP, Walter Pinheiro - PT/BA, Zezéu Ribeiro - PT/BA, Iriny Lopes - PT/ES, João Grandão - PT/MS, Nazareno Fonteles - PT/PI, Luci Choinacki - PT/SC, Vignatti - PT/SC, Mauro Passos - PT/SC, Iara Bernardi - PT/SP, Ivan Valente - PT/SP, Luiz Eduardo Greenhalgh - PT/SP, Luiz Alberto - PT/BA, Ivo José - PT/MG, João Alfredo - PT/CE","Regulamentação, Constituição Federal, normas, União, Estado (ente federado), Distrito Federal, Município, licenciamento ambiental, órgão público, Sistema Nacional do Meio Ambiente (SISNAMA), publicidade, INTERNET, exigência, Estudo de Impacto Ambiental, Relatório de impacto ambiental, implantação, plano, programa, ampliação, obra civil, obra pública, atividade potencialmente poluidora,  licença prévia, instalação, operação, concessão, prazo determinado, realização, auditoria, contratação, seguros, responsabilidade civil, danos ambientais, penalidade, infrator.  
_ Criação, taxas, renovação, concessão, licenciamento ambiental, fixação, valor.",Meio Ambiente e Desenvolvimento Sustentável,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=257161,257161,257161-328,NA,1
NA,PL 3729/2004,"Dispõe sobre o licenciamento ambiental, regulamenta o inciso IV do § 1º do art. 225 da Constituição Federal, e dá outras providências.

NOVA EMENTA: Dispõe sobre o licenciamento ambiental; regulamenta o inciso IV do § 1º do art. 225 da Constituição Federal; altera as Leis nºs 9.605, de 12 de fevereiro de 1998, e 9.985, de 18 de julho de 2000; revoga dispositivo da Lei nº 7.661, de 16 de maio de 1988; e dá outras providências.",NA,Rejeitado o Requerimento. Sim: 13; não: 338; abstenção: 1; total: 352.,2021-05-12T22:06:04,08/06/2004,"Luciano Zica - PT/SP, Walter Pinheiro - PT/BA, Zezéu Ribeiro - PT/BA, Iriny Lopes - PT/ES, João Grandão - PT/MS, Nazareno Fonteles - PT/PI, Luci Choinacki - PT/SC, Vignatti - PT/SC, Mauro Passos - PT/SC, Iara Bernardi - PT/SP, Ivan Valente - PT/SP, Luiz Eduardo Greenhalgh - PT/SP, Luiz Alberto - PT/BA, Ivo José - PT/MG, João Alfredo - PT/CE","Regulamentação, Constituição Federal, normas, União, Estado (ente federado), Distrito Federal, Município, licenciamento ambiental, órgão público, Sistema Nacional do Meio Ambiente (SISNAMA), publicidade, INTERNET, exigência, Estudo de Impacto Ambiental, Relatório de impacto ambiental, implantação, plano, programa, ampliação, obra civil, obra pública, atividade potencialmente poluidora,  licença prévia, instalação, operação, concessão, prazo determinado, realização, auditoria, contratação, seguros, responsabilidade civil, danos ambientais, penalidade, infrator.  
_ Criação, taxas, renovação, concessão, licenciamento ambiental, fixação, valor.",Meio Ambiente e Desenvolvimento Sustentável,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=257161,257161,257161-323,NA,1
